AssetID,AssetType,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,Region,Latitude,Longitude,InspectionDate,Commodity,System,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore,CorrosionRiskScore_Rubric
A100430,Test Station,1967-05-15,58,3,1984-01-15,South Bay,37.32408,-121.6991,1986-04-27,Gas,Transmission,,Steel,None/Unknown,SAW,300.0,N,2.0,5.0,CPZ-365,Adequate,1970-04-22,-805.0,,,3,10.0,10.0
A100431,Anode Bed,1981-08-04,44,1,2024-06-30,Central Valley,37.59969,-120.89477,2026-05-08,Gas,Transmission,,Steel,Tape Wrap,SAW,500.0,Y,1.0,2.0,CPZ-925,Adequate,2014-12-27,-801.0,,,3,9.0,10.0
A100432,Gas Transmission Pipeline,2020-11-23,4,2,2022-05-15,South Bay,37.02045,-121.93872,2023-01-31,Gas,Transmission,6.0,Steel,None/Unknown,SAW,148.0,Y,1.0,5.0,CPZ-764,Adequate,2022-02-02,-965.0,,1.0,1,10.0,10.0
A100433,Gas Distribution Main,1958-03-09,67,2,1978-09-07,Central Valley,37.19772,-121.06501,1980-01-09,Gas,Distribution,16.0,Wrought Iron,Coal Tar,,200.0,N,1.0,4.0,CPZ-813,Adequate,2011-02-03,-996.0,,,1,8.0,10.0
A100434,Gas Transmission Pipeline,1987-12-17,37,5,2020-04-09,North Bay,38.368,-122.79838,2020-05-16,Gas,Transmission,16.0,Steel,Coal Tar,Seamless,148.0,N,1.0,5.0,CPZ-252,Underprotected,2007-05-11,-839.0,2019-12-31,8.0,0,10.0,10.0
A100435,Gas Distribution Main,1998-08-04,27,2,2011-10-30,San Francisco,37.70331,-122.51489,2012-10-21,Gas,Transmission,6.0,PE,None/Unknown,,30.0,N,3.0,4.0,CPZ-856,Adequate,2023-04-30,-793.0,,,0,10.0,9.0
A100436,Anode Bed,1973-09-13,51,4,1980-01-13,North Bay,38.67196,-122.41097,1981-05-31,Gas,Transmission,,Steel,FBE,Unknown,60.0,N,1.0,4.0,CPZ-159,Adequate,1998-07-06,-674.0,,,0,7.0,8.0
A100437,Service Line/Riser,1974-12-19,50,4,1987-02-09,South Bay,37.22859,-122.14394,1988-10-08,Gas,Transmission,24.0,Wrought Iron,Coal Tar,,60.0,Y,2.0,4.0,CPZ-622,Underprotected,1988-04-25,-982.0,,,0,10.0,10.0
A100438,Gas Distribution Main,1982-03-03,43,1,1984-11-04,South Bay,37.33326,-122.16558,1986-03-07,Gas,Transmission,36.0,PE,None/Unknown,,30.0,N,4.0,2.0,CPZ-902,Adequate,2015-05-31,-848.0,,,2,7.0,9.0
A100439,Gas Transmission Pipeline,1958-02-12,67,3,2023-10-20,North Bay,38.02217,-123.06344,2025-04-11,Gas,Transmission,6.0,Steel,Coal Tar,Seamless,500.0,Y,3.0,2.0,CPZ-668,Adequate,1999-01-10,-868.0,1999-11-13,2.0,3,7.0,10.0
A100440,CP Rectifier,1967-09-17,57,5,2017-04-23,Sierra,39.59061,-121.0894,2018-12-01,Gas,Transmission,,Steel,Coal Tar,Unknown,300.0,N,2.0,4.0,CPZ-449,Overprotected,1973-12-04,-824.0,,,2,9.0,10.0
A100441,Regulator Station,1994-06-26,31,5,2016-07-11,South Bay,37.4403,-122.02608,2016-08-14,Gas,Distribution,,Steel,FBE,ERW,200.0,N,1.0,1.0,CPZ-826,Adequate,2011-12-20,-773.0,,,0,5.0,5.0
A100442,Pipeline Casing,2021-02-05,4,3,2023-05-15,Peninsula,37.43079,-122.42824,2023-08-03,Gas,Transmission,10.0,Steel,Coal Tar,Unknown,1000.0,Y,3.0,4.0,CPZ-108,Underprotected,2024-10-09,-1070.0,,3.0,0,10.0,10.0
A100443,Pipeline Casing,2006-02-20,19,5,2024-08-28,North Bay,38.24855,-122.34127,2025-03-05,Gas,Transmission,36.0,Steel,Tape Wrap,SAW,60.0,N,4.0,3.0,CPZ-529,Adequate,2024-03-09,-706.0,2017-09-29,5.0,1,7.0,9.0
A100444,Pipeline Casing,2015-07-26,10,5,2025-04-10,South Bay,37.16811,-121.6029,2027-04-01,Gas,Transmission,4.0,Steel,FBE,SAW,500.0,N,4.0,4.0,CPZ-712,Adequate,2021-09-18,-1008.0,2022-10-31,13.0,1,8.0,7.0
A100445,Service Line/Riser,1980-01-02,45,1,2023-05-20,South Bay,37.04909,-121.63977,2024-05-11,Gas,Transmission,8.0,Steel,Asphalt Enamel,Unknown,300.0,N,3.0,3.0,CPZ-508,Underprotected,2004-11-22,-885.0,,,0,7.0,8.0
A100446,Launcher/Receiver,1985-03-25,40,5,1993-01-30,North Bay,38.01189,-122.99702,1993-07-07,Gas,Transmission,,Steel,None/Unknown,Unknown,720.0,N,1.0,1.0,CPZ-255,Overprotected,1999-11-13,-869.0,2014-11-04,3.0,2,5.0,8.0
A100447,Gas Distribution Main,1985-09-17,39,5,2019-04-07,San Francisco,37.75448,-122.46152,2020-05-22,Gas,Transmission,20.0,Steel,None/Unknown,Unknown,500.0,N,1.0,1.0,CPZ-741,Adequate,1995-07-09,-959.0,,,1,4.0,6.0
A100448,Service Line/Riser,1958-05-03,67,4,1971-03-18,North Bay,38.08102,-122.34266,1971-07-21,Gas,Distribution,16.0,Cast Iron,FBE,,60.0,N,3.0,4.0,CPZ-115,Adequate,1987-04-13,-944.0,,,1,8.0,8.0
A100449,Gas Distribution Main,2021-11-06,3,1,2022-04-03,Peninsula,37.38282,-122.23778,2022-12-13,Gas,Transmission,12.0,Steel,Tape Wrap,Unknown,148.0,Y,4.0,1.0,CPZ-220,Adequate,2023-02-27,-831.0,,,1,7.0,8.0
A100450,Anode Bed,1976-09-06,48,2,1985-12-06,South Bay,37.08167,-121.61111,1987-01-31,Gas,Transmission,,Steel,FBE,Seamless,60.0,N,3.0,1.0,CPZ-218,Adequate,2003-11-16,-853.0,,,2,2.0,5.0
A100451,Valve Station,1993-09-10,31,1,2023-10-10,South Bay,37.29381,-121.62285,2024-04-22,Gas,Distribution,,Steel,None/Unknown,SAW,60.0,N,3.0,4.0,CPZ-138,Adequate,2008-08-14,-803.0,,,2,10.0,10.0
A100452,Gas Distribution Main,1997-05-27,28,4,1998-08-13,Peninsula,37.50751,-122.19414,1998-11-20,Gas,Transmission,4.0,Cast Iron,Asphalt Enamel,,30.0,N,4.0,2.0,CPZ-734,Adequate,1999-04-28,-900.0,,,0,5.0,6.0
A100453,Gas Distribution Main,1989-01-15,36,1,2010-08-17,East Bay,37.66417,-122.10556,2011-12-13,Gas,Distribution,36.0,Wrought Iron,Asphalt Enamel,,30.0,N,2.0,1.0,CPZ-958,Adequate,1996-12-13,-947.0,,,1,5.0,6.0
A100454,CP Rectifier,1996-06-10,29,2,2014-05-25,San Francisco,37.79242,-122.44953,2016-09-22,Gas,Transmission,,Steel,Tape Wrap,Seamless,60.0,Y,4.0,2.0,CPZ-681,Underprotected,2021-12-01,-1178.0,,,2,7.0,10.0
A100455,Test Station,2007-03-18,18,4,2008-10-20,North Bay,38.18503,-122.35075,2010-03-14,Gas,Transmission,,Steel,FBE,Seamless,1000.0,N,1.0,4.0,CPZ-115,Adequate,2014-02-17,-912.0,,,1,8.0,7.0
A100456,Regulator Station,2014-12-18,10,2,2021-03-17,Central Valley,36.64574,-121.29322,2022-05-30,Gas,Distribution,,Steel,Asphalt Enamel,Unknown,148.0,N,4.0,1.0,CPZ-262,Adequate,2023-06-23,-912.0,,,0,1.0,4.0
A100457,Anode Bed,1987-12-09,37,5,2014-05-19,San Francisco,37.74061,-122.39614,2016-10-18,Gas,Transmission,,Steel,FBE,ERW,1000.0,Y,2.0,1.0,CPZ-995,Underprotected,2004-07-29,-791.0,,,0,6.0,8.0
A100458,Anode Bed,1966-08-27,58,2,2004-03-11,South Bay,37.49789,-122.14611,2006-06-09,Gas,Distribution,,Steel,None/Unknown,ERW,148.0,Y,2.0,1.0,CPZ-352,Overprotected,1984-08-26,-793.0,,,1,7.0,10.0
A100459,Test Station,1966-04-20,59,5,2000-12-03,Peninsula,37.67809,-122.38397,2002-07-19,Gas,Distribution,,Steel,Tape Wrap,Unknown,30.0,N,4.0,2.0,CPZ-395,Unknown,1995-11-20,-1047.0,,,0,5.0,7.0
A100460,Launcher/Receiver,1956-08-10,69,4,1980-12-25,South Bay,37.29732,-121.8631,1981-11-11,Gas,Transmission,,Steel,Asphalt Enamel,Unknown,60.0,N,1.0,2.0,CPZ-656,Adequate,2025-01-24,-998.0,1986-02-05,1.0,2,5.0,8.0
A100461,Test Station,1974-09-01,50,3,2002-07-30,San Francisco,37.80785,-122.42064,2004-02-18,Gas,Distribution,,Steel,Tape Wrap,Seamless,30.0,N,4.0,3.0,CPZ-854,Adequate,2000-09-16,-890.0,,,1,7.0,8.0
A100462,Pipeline Casing,1990-11-05,34,2,1994-01-16,North Bay,38.13726,-123.17539,1995-02-18,Gas,Transmission,36.0,Steel,Tape Wrap,SAW,148.0,Y,1.0,4.0,CPZ-518,Adequate,2001-05-16,-766.0,2005-05-16,5.0,0,10.0,10.0
A100463,CP Rectifier,1973-04-03,52,5,1983-01-10,Sierra,39.53193,-121.16542,1983-06-28,Gas,Distribution,,Steel,Coal Tar,Unknown,30.0,N,4.0,2.0,CPZ-824,Underprotected,1982-02-11,-774.0,,,1,9.0,10.0
A100464,Test Station,1962-12-20,62,4,1967-04-30,Sierra,38.85342,-120.03723,1968-12-19,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,100.0,N,3.0,5.0,CPZ-870,Overprotected,2014-01-20,-932.0,,,0,8.0,9.0
A100465,Regulator Station,1975-08-07,50,5,2016-03-01,East Bay,37.75964,-121.84455,2017-03-28,Gas,Transmission,,Steel,Coal Tar,SAW,500.0,N,3.0,2.0,CPZ-653,Adequate,1983-01-21,-975.0,,,1,4.0,7.0
A100466,Gas Distribution Main,1997-02-06,28,3,1999-05-22,San Francisco,37.76764,-122.37813,2000-04-06,Gas,Distribution,16.0,PE,None/Unknown,,200.0,N,1.0,2.0,CPZ-636,Adequate,2000-12-13,-979.0,,,0,6.0,6.0
A100467,Test Station,2007-03-04,18,1,2017-01-24,Central Valley,36.87767,-120.97612,2017-08-22,Gas,Transmission,,Steel,None/Unknown,Seamless,300.0,N,1.0,4.0,CPZ-572,Adequate,2022-10-28,-841.0,,,0,10.0,9.0
A100468,Test Station,2013-05-09,12,4,2018-01-19,Sierra,39.10159,-120.52374,2019-06-15,Gas,Distribution,,Steel,Tape Wrap,ERW,200.0,Y,1.0,3.0,CPZ-116,Adequate,2020-12-18,-876.0,,,1,10.0,8.0
A100469,Pipeline Casing,1984-05-19,41,5,2009-08-20,Central Valley,37.84663,-120.55293,2010-09-11,Gas,Transmission,30.0,Steel,None/Unknown,Unknown,60.0,N,3.0,4.0,CPZ-534,Adequate,2005-07-08,-883.0,2021-12-19,13.0,0,8.0,8.0
A100470,Launcher/Receiver,2011-02-18,14,1,2021-08-22,South Bay,37.12316,-122.03031,2023-02-05,Gas,Transmission,,Steel,Tape Wrap,ERW,148.0,N,2.0,4.0,CPZ-113,Adequate,2019-03-14,-808.0,2020-10-13,3.0,1,8.0,10.0
A100471,Regulator Station,1987-04-13,38,5,2021-08-12,Sierra,38.88907,-120.31929,2022-12-30,Gas,Transmission,,Steel,FBE,Seamless,148.0,N,3.0,4.0,CPZ-853,Unknown,2015-01-05,-873.0,,,1,7.0,8.0
A100472,Launcher/Receiver,1998-05-08,27,2,2012-06-12,Sierra,39.20308,-120.21399,2013-08-01,Gas,Transmission,,Steel,None/Unknown,Seamless,500.0,Y,3.0,5.0,CPZ-640,Adequate,1999-12-04,-704.0,2019-10-01,8.0,1,10.0,10.0
A100473,Test Station,1956-08-14,69,1,2018-08-10,Sierra,39.16529,-120.03163,2019-05-19,Gas,Transmission,,Steel,FBE,SAW,60.0,Y,4.0,1.0,CPZ-151,Unknown,1975-11-04,-872.0,,,0,6.0,5.0
A100474,Gas Distribution Main,2016-11-19,8,3,2019-07-07,Sierra,38.70884,-120.12465,2021-11-30,Gas,Transmission,12.0,Wrought Iron,None/Unknown,,148.0,Y,2.0,3.0,CPZ-970,Underprotected,2024-03-11,-841.0,,,3,9.0,10.0
A100475,Launcher/Receiver,2019-01-25,6,1,2021-06-04,Central Valley,37.90471,-121.27642,2022-09-25,Gas,Transmission,,Steel,Coal Tar,Seamless,720.0,Y,1.0,3.0,CPZ-104,Adequate,2021-03-11,-846.0,,0.0,0,8.0,9.0
A100476,Gas Transmission Pipeline,2018-05-02,7,2,2024-12-05,San Francisco,37.79932,-122.46373,2025-01-21,Gas,Transmission,20.0,Steel,Tape Wrap,ERW,60.0,N,4.0,1.0,CPZ-921,Underprotected,2025-04-26,-960.0,2024-07-25,8.0,0,5.0,6.0
A100477,Valve Station,1997-09-10,27,5,2006-08-23,North Bay,38.69156,-122.44819,2008-07-13,Gas,Transmission,,Steel,None/Unknown,Seamless,148.0,Y,3.0,1.0,CPZ-199,Adequate,2007-09-28,-896.0,,,1,6.0,7.0
A100478,Test Station,1960-10-17,64,2,2009-09-30,East Bay,37.55719,-122.35794,2009-11-12,Gas,Transmission,,Steel,Coal Tar,Unknown,1000.0,N,1.0,4.0,CPZ-345,Unknown,2021-04-30,-841.0,,,0,8.0,10.0
A100479,Anode Bed,1977-03-13,48,3,2009-04-10,North Bay,38.66331,-122.44295,2011-03-06,Gas,Distribution,,Steel,FBE,SAW,100.0,N,1.0,4.0,CPZ-607,Adequate,2020-08-22,-927.0,,,1,6.0,7.0
A100480,Gas Transmission Pipeline,1965-06-09,60,3,2010-06-21,Peninsula,37.3985,-122.41786,2011-10-01,Gas,Transmission,20.0,Steel,Coal Tar,Seamless,300.0,N,2.0,4.0,CPZ-202,Adequate,1987-10-12,-914.0,1984-12-17,1.0,1,10.0,9.0
A100481,Valve Station,1994-02-09,31,2,2006-02-08,East Bay,37.66245,-122.31983,2006-11-25,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,30.0,N,2.0,3.0,CPZ-880,Overprotected,2010-01-04,-1105.0,,,3,7.0,10.0
A100482,Regulator Station,1973-03-15,52,4,1988-08-30,Sierra,38.96931,-120.89634,1989-08-05,Gas,Distribution,,Steel,None/Unknown,SAW,30.0,N,4.0,5.0,CPZ-677,Adequate,2022-07-07,-795.0,,,0,8.0,10.0
A100483,Regulator Station,2012-03-22,13,1,2015-07-09,North Bay,38.0099,-122.43712,2016-07-22,Gas,Transmission,,Steel,FBE,Seamless,720.0,N,4.0,2.0,CPZ-862,Adequate,2021-05-21,-890.0,,,1,6.0,5.0
A100484,Anode Bed,1995-02-02,30,1,2012-02-03,Peninsula,37.40721,-122.1039,2014-04-11,Gas,Distribution,,Steel,Coal Tar,Unknown,148.0,N,4.0,1.0,CPZ-203,Underprotected,2007-02-24,-747.0,,,1,6.0,9.0
A100485,Test Station,2009-12-23,15,4,2024-03-14,San Francisco,37.78279,-122.45051,2025-02-18,Gas,Transmission,,Steel,None/Unknown,SAW,1000.0,N,4.0,4.0,CPZ-165,Adequate,2017-10-16,-902.0,,,2,7.0,10.0
A100486,Launcher/Receiver,2011-03-17,14,2,2013-10-13,Sierra,38.76488,-120.91783,2015-05-02,Gas,Transmission,,Steel,None/Unknown,SAW,300.0,N,3.0,4.0,CPZ-810,Adequate,2022-11-10,-943.0,2022-10-27,2.0,0,9.0,8.0
A100487,Pipeline Casing,1993-08-13,32,1,2020-12-12,East Bay,37.54167,-122.24295,2022-04-05,Gas,Transmission,4.0,Steel,Tape Wrap,ERW,148.0,N,4.0,4.0,CPZ-529,Underprotected,1995-09-22,-811.0,2023-05-29,13.0,1,9.0,10.0
A100488,Pipeline Casing,1968-03-25,57,2,2022-02-02,Sierra,38.59744,-120.35949,2023-04-06,Gas,Transmission,20.0,Steel,Asphalt Enamel,Unknown,1000.0,N,4.0,5.0,CPZ-770,Adequate,1995-08-21,-821.0,2023-12-26,13.0,1,9.0,10.0
A100489,Valve Station,1996-08-21,28,4,2008-05-22,South Bay,37.15577,-121.64097,2009-12-25,Gas,Transmission,,Steel,Tape Wrap,Unknown,60.0,N,3.0,4.0,CPZ-185,Adequate,2015-10-31,-1118.0,,,1,8.0,9.0
A100490,Test Station,1960-04-19,65,3,1965-11-23,Sierra,39.27642,-120.97533,1967-01-18,Gas,Distribution,,Steel,None/Unknown,SAW,200.0,N,3.0,2.0,CPZ-869,Overprotected,1986-09-08,-967.0,,,0,5.0,7.0
A100491,Service Line/Riser,1971-05-03,54,2,1983-05-22,South Bay,37.47995,-121.95496,1983-07-19,Gas,Transmission,16.0,Cast Iron,None/Unknown,,60.0,N,1.0,2.0,CPZ-988,Adequate,1994-07-13,-916.0,,,0,7.0,7.0
A100492,Pipeline Casing,1988-09-19,36,3,2015-04-20,Central Valley,37.38131,-120.91586,2017-03-07,Gas,Transmission,4.0,Steel,FBE,Unknown,720.0,N,4.0,1.0,CPZ-163,Adequate,1993-08-08,-923.0,1999-01-08,8.0,0,2.0,3.0
A100493,Launcher/Receiver,2017-12-10,7,5,2021-01-14,Central Valley,37.09013,-120.68767,2021-07-03,Gas,Transmission,,Steel,Tape Wrap,ERW,148.0,N,1.0,2.0,CPZ-843,Unknown,2019-12-24,-896.0,2023-09-25,13.0,0,6.0,6.0
A100494,Service Line/Riser,2002-03-18,23,2,2018-08-07,Sierra,39.21568,-120.77343,2018-09-29,Gas,Transmission,36.0,Wrought Iron,Tape Wrap,,200.0,N,2.0,2.0,CPZ-213,Adequate,2013-04-14,-812.0,,,2,7.0,9.0
A100495,Test Station,1967-08-15,58,1,1986-05-23,South Bay,37.33697,-121.62093,1987-01-06,Gas,Distribution,,Steel,Coal Tar,ERW,148.0,N,4.0,2.0,CPZ-983,Adequate,1990-06-13,-810.0,,,1,7.0,9.0
A100496,Test Station,1986-03-07,39,2,2002-09-15,East Bay,37.52252,-121.86184,2004-12-11,Gas,Distribution,,Steel,FBE,ERW,100.0,Y,1.0,4.0,CPZ-470,Unknown,1997-06-12,-973.0,,,1,8.0,9.0
A100497,Test Station,2019-09-17,5,5,2020-08-02,Central Valley,37.76358,-120.88583,2021-12-20,Gas,Transmission,,Steel,Asphalt Enamel,SAW,1000.0,Y,3.0,3.0,CPZ-827,Underprotected,2023-12-12,-879.0,,,3,8.0,10.0
A100498,Pipeline Casing,1957-05-12,68,3,1966-06-15,South Bay,37.23921,-122.13669,1968-01-03,Gas,Transmission,2.0,Steel,Coal Tar,SAW,500.0,N,3.0,3.0,CPZ-889,Adequate,2005-12-06,-902.0,2013-03-23,13.0,1,7.0,8.0
A100499,CP Rectifier,1982-02-17,43,5,1993-06-25,East Bay,37.80993,-122.13658,1993-12-16,Gas,Transmission,,Steel,FBE,ERW,60.0,N,4.0,1.0,CPZ-390,Underprotected,1994-11-03,-792.0,,,0,5.0,7.0
A100500,Launcher/Receiver,1968-04-13,57,2,1985-03-24,Sierra,39.41035,-120.3656,1986-05-11,Gas,Transmission,,Steel,Asphalt Enamel,Unknown,500.0,N,4.0,4.0,CPZ-563,Overprotected,2005-06-17,-896.0,2011-08-27,2.0,1,6.0,9.0
